sentence,label
董秘你好。关于资本管理议案贵行所说的合理适当的分红政策是多少？既然是上市公司，应  ,0
自己看，波动90点，个股都没上行1个点。你们不是说有足够资金吗，接着吹牛逼  ,0
哈哈，市值管理不等于股价管理！谁！还有谁能这么解释！这是谁的部将！  ,0
我证券公司的朋友给我说了，这股明天要开始发力向上拉了，叫我今天加仓，我加了，希望  ,1
不知道是不是底部，明天看看，年前估计太大的行情不会有，买指数比较稳健一点。  ,1
‘暂停’两字使利好变成利空。 ,0
每股净资产20.4元+拨备5.,1
【钟奇来拜年啦】祝大家新春快乐！我们龙年见~  ,1
龙抬头要来了[大笑]  ,1
大A股再发“神威”……  ,0
IPO必须持续，向市场输送新鲜血液。但是，前提是淘汰一家，发行一家，总数不变。有  ,1
说得很好！新股多发些，市值就上来了！  ,1
深中华20天13板 哈森股份15天10板。MD的大A天理何在啊？  ,0
已满仓，打爆空头  ,0
我是坚决不买基金。买基金就像我出钱给不认识的人去打麻将，输赢还他说了算，而且不管  ,0
[下跌]  ,0
这个价位买平安还用想？  ,0
平安得等牛市，现在是熊市，大盘都创新低了，不要指望他涨，熊市没分红的银行股，主力  ,0
没有什么好商量  ,0
不能！就是个杀猪盘啊  ,0
新的一年，新的BOSS，期待龙年A股龙抬头回顾兔年全年，沪指下跌12.22%，深  ,1
回头看，平安银行是跌的最少的，我都想卖掉平安去买好多好吃的：桂发祥麻花，祖名豆腐  ,0
高，就是高  ,0
那估计基金会采取其他措施赚钱，比如吃饭砸锅大法  ,0
就买这个赚钱了，其他的都亏[亏大了]。 ,1
今下午平安给力多了，差点冲到第二名 ,1
我要买了，涨停  ,1
[卖出]  ,0
给平安银行上涨60%估值水平才接近中国银行水平！这在过去是不可想象的！  ,1
随便抓一只股票，2724点敢抄底就死翘翘了  ,0
获利盘才9.40%  赶紧涨停  ,0
丢不丢人，那个啥子队出动都止不住下跌，人家股市不断创新高，中国股市不断创新低  ,0
要对得起000001的号码！深圳板块崛起需要你雄起！  ,1
做了个T，等待机会买入。  ,1
辛亏前几天割了一半买了创业板，不然今天军都气炸了  ,0
9.45出，9.30补。工作结束。[吃瓜]  ,0
市盈率最低的银行股  ,0
今天大盘上涨7%！ ,1
早上必要买随便买个别的都是67个点  ,0
股友H7V3502333今天11:29基金经理水平还不如菜场大妈基金经理水平还不  ,0
估计回补  ,1
出让八宗居住用地，其中两宗成交，六宗流拍。9.11元1股需要再测试  ,1
2023年8月28日11.5元  2023年12月27日买入9.02元1股  ,0
建议公司高管向优秀同行招行学习，加大分红，高管们不喊口号实际行动拿出真金白银增持  ,1
业绩快报让董秘吃了吗？  ,0
捡尸队进场了  ,0
今天收9.5以上  ,1
成本越来越低了。2024靠你发财  ,1
再次重申，不分红就是空中楼阁，没有支撑，天天一堆傻zi，说什么分红除权还要交税没  ,0
再次重申，不分红就是空中楼阁，没有支撑，天天一堆傻zi，说什么分红除权还要交税没  ,0
平安银行涨停大盘反转  ,1
拉平安行才能拉动深成指，才能带动人气  ,1
垃圾装股神，害人的东西就不能闭上臭嘴么？ ,0
基本到位了  ,1
不是跌到多少点的问题，一直跌下去关键是本钱都没有了。 ,0
有人说到底了，看到这张图，还有人敢说到底了吗？  ,0
以前没有信用可言了  ,0
看今天这样子，感觉那些做空的不怎么怕你  ,0
平安不被跌，大底还没到。  ,0
亏损你抢着买。10,0
说实在的，买了银行股是不幸中的万幸了。 ,1
垃圾股票，退钱  ,0
基金经理水平还不如菜场大妈  ,0
今年所有利润都拿出来分红，你猜会有几个涨停？  ,0
平安银行涨停板。大盘反转。下午  ,0
3倍市赢率你不买。分红就够了  ,0
恭喜卖出拿钱看股票涨  ,0
要跑的早跑了！剩下的都是乐观积极的价值投资者！相信春暖花开的季节即将到来！ ,1
黑嘴都闭嘴。  ,1
海润光伏跌到0了，也没有人管，现在资产还有123亿，股票没有了  ,0
这个价格到底谁在卖，求解  ,0
千股跌停，平安银行，你要扛大旗，冲锋  ,1
全仓买入  ,1
全线噼里啪啦  ,0
10派2.85元股息5%股价5.7元！太贵了，买不起！ ,0
严惩恶意做空  ,1
能，一定能。100点涨到200就是翻倍行情。 ,1
银行中的LJ  ,0
外面真危险[微笑]  ,0
急救病人，必须先注射强心针（平准基金），然后吃药，没打强心针，只靠吃药是没法抢救  ,0
确实不行  ,0
好好好好好好  ,0
一夜回到解放前，击穿二千点  ,0
股市不言底！  ,1
要换到外资不怎么持股的银行去  ,0
底部区域，鬼故事多，小心谨慎。 ,0
平银比起其它股，强多了，可怕  ,0
主力每最少出1个亿，今天离一个亿的小目标还远着呢，才3000万，就1个点，到1个  ,0
不仅不应该收，而且已收的必须退回！至少2023年的需退回！  ,0
深市第一股就这鸟样！幸好混入了银行板块，不然股价5元都保不住  ,0
所有银行都在反弹你是银行吗  ,0
今年平安银行将提高分红比例至30-40%之间，放心持有  ,1
这么倒霉吗？买啥啥不涨，哎  ,0
很多银行股快创新高了平安一直都在底部区域，证明已经被主力资金抛弃了  ,0
平安换重庆农商银行H股，今年可多拿红利3.3倍  ,1
宁波两个多点了  ,1
比其它板块好很多了，大家不卖股就是对自己对别人最大支持！  ,0
赚3个点没走，现在赔3个点  ,0
比其它板块好很多了，大家不卖股就是对自己对别人最大支持！  ,0
感觉上证指数2600点，守不住了。  ,0
只有平安银行如果拉涨停板才可以带动人气，其它都是无用功！  ,1
谁都不服，就服跌安  ,0
3024年有望见底  ,0
没有底。 ,0
还想护个指数，个股都跌出来了，这样有用吗？ ,0
今天要涨停，坚决买  ,1
已经被机构严重做空  ,0
涨的时候没你，跌的时候你领先  ,0
没有底，只有越来越低[下跌]  ,0
竞价就倒数，呵呵  ,0
恭喜又倒数！  ,0
【基金人事变动】邹小兵任方正富邦基金财务负责人  ,1
今天平安破9。外资出逃股。  ,0
平安银行：连续3日融资净偿还累计1.26亿元（02-02）  ,1
给所有散户做空的权利，让机构跟我们对着干吧！  ,0
今日放万亿！银行业动力强劲！平安带领深市百年牛市启航！为国争光！勇攀高峰！ ,1
先煽一巴掌再说！[俏皮]  ,0
近20个交易日，北向只卖出平安银行近10亿，其他银行全是净流入，北向为什么只卖平  ,0
再三强调：不要买基金、赎回基金，买基金就是自己做空自己！！！  ,0
平安银行业绩增长三年，股价下跌三年，严重背离基本面  ,0
ETF公私募基金，出借股票转融通给他人，来砸自己持有股票的盘，大家想想这是什么逻  ,0
什么原因人气这么高  ,0
暂停一个本该立即禁止的东西，你拿股民当猴耍 ,0
上一次8.96元，没有注意到，这一次8.99元，有自动买入，如果到了先买100手  ,0
比IPO更可怕的是转融券，一天1000多亿成交额，占A股成交的五分之一，中金公司  ,0
9元钱所有高管一股不买，散户们动脑子想想吧！ ,0
帮基民理财，亏了基民承担，赚了收取手续费，亏了还交手续费不合理！ ,0
市值管理不等于股价管理也没错，股本大小也影响市值，应该要求公司进行股价管理才是利 ,1
基金公司赚不赚钱都是一样的收管理费谁还有动力去赚钱，反正有高薪养着。 ,0
2021、22、23年坚决不买平安、招商和宁波银行等银行，之前涨的太多，现在又回  ,0
＂上市公司的质量突出体现在给投资者的回报上＂，希望平安高管深刻反省以前分红少的做  ,1
平安银行成长性好，少分红，是可以理解的。但增长率减小，甚至负增长后，每股利润很高  ,0
什么意思模棱两可  ,0
平安银行本周融资净偿还5026.25万元，居银行板块第十一  ,1
平安银行让我浮亏了  ,0
熊市不言跌难道你们不知道？ ,0
说点实际的吧，看情况，周一还是要摸一下9元，甚至要破9了。兄弟们，这个位置就看能 ,1
关键时刻来这么一出一下把大盘给浇灭了。 ,0
明天降准，央行释放10000亿，大利好  ,1
董秘说平安银行由于核心充足率低，所以分红率低。那成都银行的核心充足率比它更低分红  ,0
这是啥情况股价可以随便显示吗？ ,0
平安银行本周深股通持股市值减少1.25亿元，居银行板块第五 ,0
【学会这5招：轻松卖在高点？】1、股价围绕均价之上运行，跌破是卖点2、低开高走看  ,0
但斌的做法相比其他基金公司来说，已经是天大良心了！  ,1
私募基金赚不到钱，就不应该收管理费。假如公募基金不能为投资者赚到钱，就不应该也不  ,0
一堆股托，拿分红低来唱空平安，引诱散户割肉，其心可诛。我来问你，平安前几年暴涨， ,0
老匹夫的哈撒韦也不分红呀  ,0
历年分红不到2个点，2023年的分红估计也不会高多少。买入当是存定期存款了。  ,0
平安银行分红这么低  ,0
基金行业乱象太多了，为什么不加大力度整治  ,0
未来主流投资基金是AI管理基金，成本优势，管理优势，决策优势，其实基金管理难度远  ,1
所以我就说大家你们为什么要买基金......自己炒股赚赔也是自己的操作，把钱给别  ,0
全部公司都回购也没用，现在的大盘什么利好都如空气  ,0
连续亏损几年，主动辞职吧！让有德有能之人上！ ,0
不能，做梦  ,0
净资产收益率13%   ,1
不知道能不能发出去  ,1
天经地义不赚钱当然不能收费  ,0
哈哈，离场离场还是离场！！！！  ,0
你自己都不信  ,0
平安未分配利润11元，建议分10元，这样股价除权就可以是负数了，多好玩  ,0
平安银行如果无视证监会分红监管指引，分红率连20%都达不到，中小投资者如何维权，  ,0
去年和今年都在强调以投资者为本，平安这家分红倒数前二，高管工资前几的，是不是应该  ,0
停止转融通  ,1
此货大吝啬，每股每年净利润2元多，但每年分红仅2毛多，分配率为10％。  ,0
为啥不能十送十，非要分红  ,0
这不是此地无银么，我就想问，还有没有其他我们不知道的做空方法呢[null]  ,0
每股未分配利润为11元多，每年分红2毛多，我怀疑该公司的报表是假的，建议证监会审  ,0
这股死在分红太扣了[捂脸][捂脸][捂脸][捂脸][捂脸]  ,0
叽叽喳喳要分红的，要么是韭菜要么是股托  ,0
这货现在唯一缺点就是分红太低[捂脸]  ,0
各省都要争上市，下达指标，不惜协助企业造假，上市没有问题，但建议发行上市公司由各  ,1
股价长期在低位原地踏步，就是伪市值管理  ,0
但斌，基金没有赚到钱不该收取管理费是最起码的，过去的基金是基金公司出资占20%，  ,0
群魔乱舞  ,0
自已都搞不清楚的不要在媒体乱说  ,1
造假成本由投资者承担！投资信心何来？如果是这样，股票底部只能继续下跌，压实造假后  ,0
再跌，最后一层遮羞薄纱都会撕破  ,0
市场不缺钱，等到市场反转时，你们就会看到排山倒诲的资金涌入，试目以待吧！  ,1
这上下不到3个点也叫“深V”？少见对怪了吧，还“惊现”？这也能“惊”着，还看什么  ,0
市值是怎么算出来的不管股价难道是要发新股？不把股价涨上去旧版股价管下来难道是要管  ,1
拿着最高的工资，给出最低的分红，平安就是这样对待广大中小股东的，与现在讲的以投资  ,0
主力砸盘砸出筹码超越持仓底线，尾盘收回些筹码，以利再战！  ,1
股市低迷，暂停限售，股市走好就开放出借，出借等于流通，不如上市就流通。  ,0
限售股可以出借流通，干嘛叫限售股呢。真是用你的矛捅你的盾，何汝。做这样规定才叫专  ,0
